date,recovered_cases,cumulative_recovered
2020/5/15,4333,250747
2020/5/16,17629,268376
2020/5/17,3889,272265
2020/5/18,10913,283178
2020/5/19,6214,289392
2020/5/20,4920,294312
2020/5/21,4106,298418
2020/5/22,51717,350135
2020/5/23,11104,361239
2020/5/24,5497,366736
2020/5/25,12421,379157
2020/5/26,5745,384902
2020/5/27,6606,391508
2020/5/28,8483,399991
2020/5/29,6455,406446
2020/5/30,10015,416461
2020/5/31,28297,444758
2020/6/1,13473,458231
2020/6/2,5637,463868
2020/6/3,15390,479258
2020/6/4,5744,485002
2020/6/5,6704,491706
2020/6/6,9143,500849
2020/6/7,5518,506367
2020/6/8,12155,518522
2020/6/9,6333,524855
2020/6/10,8649,533504
2020/6/11,6788,540292
2020/6/12,7094,547386
2020/6/13,9220,556606
2020/6/14,5210,561816
2020/6/15,14518,576334
2020/6/16,7169,583503
2020/6/17,8688,592191
2020/6/18,6924,599115
2020/6/19,7600,606715
2020/6/20,10745,617460
2020/6/21,4673,622133
2020/6/22,18065,640198
2020/6/23,7350,647548
2020/6/24,8613,656161
2020/6/25,7401,663562
2020/6/26,7247,670809
2020/6/27,8499,679308
2020/6/28,5856,685164
2020/6/29,20039,705203
2020/6/30,15428,720631
2020/7/1,9363,729994
2020/7/2,51976,781970
2020/7/3,8434,790404
2020/7/4,103921,894325
2020/7/5,12438,906763
2020/7/6,17385,924148
2020/7/7,12328,936476
2020/7/8,16986,953462
2020/7/9,15649,969111
2020/7/10,14074,983185
2020/7/11,12391,995576
2020/7/12,10750,1006326
2020/7/13,25613,1031939
2020/7/14,17159,1049098
2020/7/15,26784,1075882
2020/7/16,14763,1090645
2020/7/17,16559,1107204
2020/7/18,15516,1122720
2020/7/19,8401,1131121
2020/7/20,28966,1160087
2020/7/21,21931,1182018
2020/7/22,28831,1210849
2020/7/23,22420,1233269
2020/7/24,28355,1261624
2020/7/25,17790,1279414
2020/7/26,18449,1297863
2020/7/27,27941,1325804
2020/7/28,29559,1355363
2020/7/29,34062,1389425
2020/7/30,24730,1414155
2020/7/31,24005,1438160
2020/8/1,23725,1461885
2020/8/2,6804,1468689
2020/8/3,44757,1513446
2020/8/4,15533,1528979
2020/8/5,48872,1577851
2020/8/6,20773,1598624
2020/8/7,25246,1623870
2020/8/8,19248,1643118
2020/8/9,13746,1656864
2020/8/10,13891,1670755
2020/8/11,44205,1714960
2020/8/12,38800,1753760
2020/8/13,20888,1774648
2020/8/14,21678,1796326
2020/8/15,22201,1818527
2020/8/16,14540,1833067
2020/8/17,32513,1865580
2020/8/18,32579,1898159
2020/8/19,26890,1925049
2020/8/20,21986,1947035
2020/8/21,18021,1965056
2020/8/22,20428,1985484
2020/8/23,12277,1997761
2020/8/24,23013,2020774
2020/8/25,32925,2053699
2020/8/26,30766,2084465
2020/8/27,16861,2101326
2020/8/28,17041,2118367
2020/8/29,22247,2140614
2020/8/30,13325,2153939
2020/8/31,30886,2184825
2020/9/1,17838,2202663
2020/9/2,29094,2231757
2020/9/3,35200,2266957
2020/9/4,16497,2283454
2020/9/5,18733,2302187
2020/9/6,13808,2315995
2020/9/7,17556,2333551
2020/9/8,25560,2359111
2020/9/9,28368,2387479
2020/9/10,16032,2403511
2020/9/11,14367,2417878
2020/9/12,16780,2434658
2020/9/13,16748,2451406
2020/9/14,23164,2474570
2020/9/15,20557,2495127
2020/9/16,30446,2525573
2020/9/17,14761,2540334
2020/9/18,16131,2556465
2020/9/19,20981,2577446
2020/9/20,13225,2590671
2020/9/21,25278,2615949
2020/9/22,31010,2646959
2020/9/23,23297,2670256
2020/9/24,39927,2710183
2020/9/25,17152,2727335
2020/9/26,23124,2750459
2020/9/27,15821,2766280
2020/9/28,28328,2794608
2020/9/29,18697,2813305
2020/9/30,27383,2840688
2020/10/1,19962,2860650
2020/10/2,12719,2873369
2020/10/3,23953,2897322
2020/10/4,14377,2911699
2020/10/5,23443,2935142
2020/10/6,17248,2952390
2020/10/7,47505,2999895
2020/10/8,21357,3021252
2020/10/9,17837,3039089
2020/10/10,23894,3062983
2020/10/11,12094,3075077
2020/10/12,31651,3106728
2020/10/13,17865,3124593
2020/10/14,31201,3155794
2020/10/15,21603,3177397
2020/10/16,20142,3197539
2020/10/17,23034,3220573
2020/10/18,13565,3234138
2020/10/19,38465,3272603
2020/10/20,22545,3295148
2020/10/21,28206,3323354
2020/10/22,29702,3353056
2020/10/23,22371,3375427
2020/10/24,31229,3406656
2020/10/25,16222,3422878
2020/10/26,37577,3460455
2020/10/27,27211,3487666
2020/10/28,30474,3518140
2020/10/29,36196,3554336
2020/10/30,24116,3578452
2020/10/31,34026,3612478
2020/11/1,18101,3630579
2020/11/2,44402,3674981
2020/11/3,30149,3705130
2020/11/4,38397,3743527
2020/11/5,38224,3781751
2020/11/6,29040,3810791
2020/11/7,40674,3851465
2020/11/8,30026,3881491
2020/11/9,47354,3928845
2020/11/10,33028,3961873
2020/11/11,35302,3997175
2020/11/12,54081,4051256
2020/11/13,43890,4095146
2020/11/14,53298,4148444
2020/11/15,26440,4174884
2020/11/16,69927,4244811
2020/11/17,48829,4293640
2020/11/18,57149,4350789
2020/11/19,59920,4410709
2020/11/20,47221,4457930
2020/11/21,71770,4529700
2020/11/22,-3187,4526513
2020/11/23,107087,4633600
2020/11/24,63064,4696664
2020/11/25,139292,4835956
2020/11/26,35247,4871203
2020/11/27,76243,4947446
2020/11/28,75617,5023063
2020/11/29,41967,5065030
2020/11/30,81289,5146319
2020/12/1,80262,5226581
2020/12/2,95547,5322128
2020/12/3,81890,5404018
2020/12/4,66371,5470389
2020/12/5,105637,5576026
2020/12/6,48418,5624444
2020/12/7,90113,5714557
2020/12/8,72358,5786915
2020/12/9,102981,5889896
2020/12/10,95151,5985047
2020/12/11,150267,6135314
2020/12/12,111291,6246605
2020/12/13,51477,6298082
2020/12/14,,
2020/12/15,,
2020/12/16,,
2020/12/17,,
2020/12/18,,
2020/12/19,,
2020/12/20,,
2020/12/21,,
2020/12/22,,
2020/12/23,,
2020/12/24,,
2020/12/25,,
2020/12/26,,
2020/12/27,,
2020/12/28,,
2020/12/29,,
2020/12/30,,
2020/12/31,,
2021/1/1,,
2021/1/2,,
2021/1/3,,
2021/1/4,,
2021/1/5,,
2021/1/6,,
2021/1/7,,
2021/1/8,,
2021/1/9,,
2021/1/10,,
2021/1/11,,
2021/1/12,,
2021/1/13,,
2021/1/14,,
2021/1/15,,
2021/1/16,,
2021/1/17,,
2021/1/18,,
2021/1/19,,
2021/1/20,,
2021/1/21,,
2021/1/22,,
2021/1/23,,
2021/1/24,,
2021/1/25,,
2021/1/26,,
2021/1/27,,
2021/1/28,,
2021/1/29,,
2021/1/30,,
2021/1/31,,
2021/2/1,,
2021/2/2,,
2021/2/3,,
2021/2/4,,
2021/2/5,,
2021/2/6,,
2021/2/7,,
2021/2/8,,
2021/2/9,,
2021/2/10,,
2021/2/11,,
2021/2/12,,
2021/2/13,,
2021/2/14,,
2021/2/15,,
2021/2/16,,
2021/2/17,,
2021/2/18,,
2021/2/19,,
2021/2/20,,
2021/2/21,,
2021/2/22,,
2021/2/23,,
2021/2/24,,
2021/2/25,,
2021/2/26,,
2021/2/27,,
2021/2/28,,
2021/3/1,,
2021/3/2,,
2021/3/3,,
2021/3/4,,
2021/3/5,,
2021/3/6,,
2021/3/7,,
2021/3/8,,
2021/3/9,,
2021/3/10,,
2021/3/11,,
2021/3/12,,
2021/3/13,,
2021/3/14,,
2021/3/15,,
2021/3/16,,
2021/3/17,,
2021/3/18,,
2021/3/19,,
2021/3/20,,
2021/3/21,,
2021/3/22,,
2021/3/23,,
2021/3/24,,
2021/3/25,,
2021/3/26,,
2021/3/27,,
2021/3/28,,
2021/3/29,,
2021/3/30,,
2021/3/31,,
2021/4/1,,
2021/4/2,,
2021/4/3,,
2021/4/4,,
2021/4/5,,
2021/4/6,,
2021/4/7,,
2021/4/8,,
2021/4/9,,
2021/4/10,,
2021/4/11,,
2021/4/12,,
2021/4/13,,
2021/4/14,,
2021/4/15,,
2021/4/16,,
2021/4/17,,
2021/4/18,,
2021/4/19,,
2021/4/20,,
2021/4/21,,
2021/4/22,,
2021/4/23,,
2021/4/24,,
2021/4/25,,
2021/4/26,,
2021/4/27,,
2021/4/28,,
2021/4/29,,
2021/4/30,,
2021/5/1,,
2021/5/2,,
2021/5/3,,
2021/5/4,,
2021/5/5,,
2021/5/6,,
2021/5/7,,
2021/5/8,,
2021/5/9,,
2021/5/10,,
2021/5/11,,
2021/5/12,,
2021/5/13,,
2021/5/14,,
2021/5/15,,
2021/5/16,,
2021/5/17,,
2021/5/18,,
2021/5/19,,
2021/5/20,,
2021/5/21,,
2021/5/22,,
2021/5/23,,
2021/5/24,,
2021/5/25,,
2021/5/26,,
2021/5/27,,
2021/5/28,,
2021/5/29,,
2021/5/30,,
2021/5/31,,
2021/6/1,,
2021/6/2,,
2021/6/3,,
2021/6/4,,
2021/6/5,,
2021/6/6,,
2021/6/7,,
2021/6/8,,
2021/6/9,,
2021/6/10,,
2021/6/11,,
2021/6/12,,
2021/6/13,,
2021/6/14,,
2021/6/15,,
2021/6/16,,
2021/6/17,,
2021/6/18,,
2021/6/19,,
2021/6/20,,
2021/6/21,,
2021/6/22,,
2021/6/23,,
2021/6/24,,
2021/6/25,,
2021/6/26,,
2021/6/27,,
2021/6/28,,
2021/6/29,,
2021/6/30,,
2021/7/1,,
2021/7/2,,
2021/7/3,,
2021/7/4,,
2021/7/5,,
2021/7/6,,
2021/7/7,,
2021/7/8,,
2021/7/9,,
2021/7/10,,
2021/7/11,,
2021/7/12,,
2021/7/13,,
2021/7/14,,
2021/7/15,,
2021/7/16,,
2021/7/17,,
2021/7/18,,
2021/7/19,,
2021/7/20,,
2021/7/21,,
2021/7/22,,
2021/7/23,,
